,name,zipcode,county,state
0,Burger King,99503,Anchorage Municipality,AK
1,Burger King,99508,Anchorage Municipality,AK
2,Burger King,99518,Anchorage Municipality,AK
3,Burger King,99702,Fairbanks North Star Borough,AK
4,Burger King,99506,Anchorage Municipality,AK
5,Burger King,99505,Anchorage Municipality,AK
6,Burger King,99790,Yukon-Koyukuk Census Area,AK
7,Burger King,99654,Matanuska-Susitna Borough,AK
8,Burger King,35007,Shelby County,AL
9,Burger King,35951,Marshall County,AL
10,Burger King,35010,Tallapoosa County,AL
11,Burger King,36420,Covington County,AL
12,Burger King,36206,Calhoun County,AL
13,Burger King,35016,Marshall County,AL
14,Burger King,35613,Limestone County,AL
15,Burger King,35613,Limestone County,AL
16,Burger King,36562,Baldwin County,AL
17,Burger King,36832,Lee County,AL
18,Burger King,36832,Lee County,AL
19,Burger King,36507,Baldwin County,AL
20,Burger King,35020,Jefferson County,AL
21,Burger King,35020,Jefferson County,AL
22,Burger King,35235,Jefferson County,AL
23,Burger King,35214,Jefferson County,AL
24,Burger King,35217,Jefferson County,AL
25,Burger King,35233,Jefferson County,AL
26,Burger King,35208,Jefferson County,AL
27,Burger King,35233,Jefferson County,AL
28,Burger King,35209,Jefferson County,AL
29,Burger King,35243,Jefferson County,AL
30,Burger King,35235,Jefferson County,AL
31,Burger King,35204,Jefferson County,AL
32,Burger King,35206,Jefferson County,AL
33,Burger King,35206,Jefferson County,AL
34,Burger King,35957,Marshall County,AL
35,Burger King,36426,Escambia County,AL
36,Burger King,35040,Shelby County,AL
37,Burger King,35043,Shelby County,AL
38,Burger King,35014,Talladega County,AL
39,Burger King,36091,Chilton County,AL
40,Burger King,35961,DeKalb County,AL
41,Burger King,35058,Cullman County,AL
42,Burger King,35058,Cullman County,AL
43,Burger King,36527,Baldwin County,AL
44,Burger King,36526,Baldwin County,AL
45,Burger King,35601,Morgan County,AL
46,Burger King,35601,Morgan County,AL
47,Burger King,35603,Morgan County,AL
48,Burger King,36742,Marengo County,AL
49,Burger King,36321,Houston County,AL
50,Burger King,36301,Houston County,AL
51,Burger King,36305,Houston County,AL
52,Burger King,36303,Houston County,AL
53,Burger King,36303,Houston County,AL
54,Burger King,36323,Coffee County,AL
55,Burger King,36330,Coffee County,AL
56,Burger King,36027,Barbour County,AL
57,Burger King,36432,Conecuh County,AL
58,Burger King,35218,Jefferson County,AL
59,Burger King,36532,Baldwin County,AL
60,Burger King,35630,Lauderdale County,AL
61,Burger King,35630,Lauderdale County,AL
62,Burger King,35630,Lauderdale County,AL
63,Burger King,36535,Baldwin County,AL
64,Burger King,35967,DeKalb County,AL
65,Burger King,36322,Dale County,AL
66,Burger King,35068,Jefferson County,AL
67,Burger King,35901,Etowah County,AL
68,Burger King,35117,Jefferson County,AL
69,Burger King,36340,Geneva County,AL
70,Burger King,36032,Lowndes County,AL
71,Burger King,36451,Clarke County,AL
72,Burger King,36511,Baldwin County,AL
73,Burger King,35976,Marshall County,AL
74,Burger King,35976,Marshall County,AL
75,Burger King,35748,Madison County,AL
76,Burger King,35565,Winston County,AL
77,Burger King,35570,Marion County,AL
78,Burger King,35640,Morgan County,AL
79,Burger King,35749,Madison County,AL
80,Burger King,35750,Madison County,AL
81,Burger King,36345,Henry County,AL
82,Burger King,35216,Jefferson County,AL
83,Burger King,35244,Jefferson County,AL
84,Burger King,36108,Montgomery County,AL
85,Burger King,35061,Jefferson County,AL
86,Burger King,35816,Madison County,AL
87,Burger King,35803,Madison County,AL
88,Burger King,35801,Madison County,AL
89,Burger King,35816,Madison County,AL
90,Burger King,35816,Madison County,AL
91,Burger King,35810,Madison County,AL
92,Burger King,35806,Madison County,AL
93,Burger King,35811,Madison County,AL
94,Burger King,35805,Madison County,AL
95,Burger King,35213,Jefferson County,AL
96,Burger King,36277,Calhoun County,AL
97,Burger King,35501,Walker County,AL
98,Burger King,35085,Chilton County,AL
99,Burger King,35094,Jefferson County,AL
100,Burger King,35096,Talladega County,AL
101,Burger King,35460,Sumter County,AL
102,Burger King,36551,Baldwin County,AL
103,Burger King,35758,Madison County,AL
104,Burger King,35757,Madison County,AL
105,Burger King,35758,Madison County,AL
106,Burger King,35228,Jefferson County,AL
107,Burger King,36612,Mobile County,AL
108,Burger King,36606,Mobile County,AL
109,Burger King,36607,Mobile County,AL
110,Burger King,36609,Mobile County,AL
111,Burger King,36603,Mobile County,AL
112,Burger King,36619,Mobile County,AL
113,Burger King,36609,Mobile County,AL
114,Burger King,36603,Mobile County,AL
115,Burger King,36609,Mobile County,AL
116,Burger King,36618,Mobile County,AL
117,Burger King,36460,Monroe County,AL
118,Burger King,36117,Montgomery County,AL
119,Burger King,36107,Montgomery County,AL
120,Burger King,36115,Montgomery County,AL
121,Burger King,36111,Montgomery County,AL
122,Burger King,36112,Montgomery County,AL
123,Burger King,36117,Montgomery County,AL
124,Burger King,36109,Montgomery County,AL
125,Burger King,36109,Montgomery County,AL
126,Burger King,36107,Montgomery County,AL
127,Burger King,36117,Montgomery County,AL
128,Burger King,36107,Montgomery County,AL
129,Burger King,36115,Montgomery County,AL
130,Burger King,36111,Montgomery County,AL
131,Burger King,35004,St. Clair County,AL
132,Burger King,35650,Lawrence County,AL
133,Burger King,35674,Colbert County,AL
134,Burger King,35476,Tuscaloosa County,AL
135,Burger King,35121,Blount County,AL
136,Burger King,36801,Lee County,AL
137,Burger King,36801,Lee County,AL
138,Burger King,36467,Covington County,AL
139,Burger King,36203,Calhoun County,AL
140,Burger King,36362,Dale County,AL
141,Burger King,35124,Shelby County,AL
142,Burger King,35124,Shelby County,AL
143,Burger King,35125,St. Clair County,AL
144,Burger King,36867,Russell County,AL
145,Burger King,36867,Russell County,AL
146,Burger King,35126,Jefferson County,AL
147,Burger King,36066,Autauga County,AL
148,Burger King,36066,Autauga County,AL
149,Burger King,35906,Etowah County,AL
150,Burger King,35986,DeKalb County,AL
151,Burger King,35808,Madison County,AL
152,Burger King,36274,Randolph County,AL
153,Burger King,36580,Baldwin County,AL
154,Burger King,35654,Franklin County,AL
155,Burger King,36572,Mobile County,AL
156,Burger King,35769,Jackson County,AL
157,Burger King,36701,Dallas County,AL
158,Burger King,35146,St. Clair County,AL
159,Burger King,35740,Jackson County,AL
160,Burger King,35150,Talladega County,AL
161,Burger King,35160,Talladega County,AL
162,Burger King,36619,Mobile County,AL
163,Burger King,36784,Clarke County,AL
164,Burger King,36079,Pike County,AL
165,Burger King,35473,Tuscaloosa County,AL
166,Burger King,35476,Tuscaloosa County,AL
167,Burger King,35404,Tuscaloosa County,AL
168,Burger King,35404,Tuscaloosa County,AL
169,Burger King,35674,Colbert County,AL
170,Burger King,36088,Macon County,AL
171,Burger King,31833,Troup County,GA
172,Burger King,36110,Montgomery County,AL
173,Burger King,72921,Crawford County,AR
174,Burger King,71923,Clark County,AR
175,Burger King,71822,Little River County,AR
176,Burger King,72501,Independence County,AR
177,Burger King,72022,Saline County,AR
178,Burger King,72719,Benton County,AR
179,Burger King,72315,Mississippi County,AR
180,Burger King,72022,Saline County,AR
181,Burger King,72007,Lonoke County,AR
182,Burger King,72007,Lonoke County,AR
183,Burger King,72032,Faulkner County,AR
184,Burger King,72034,Faulkner County,AR
185,Burger King,72034,Faulkner County,AR
186,Burger King,72834,Yell County,AR
187,Burger King,71832,Sevier County,AR
188,Burger King,72331,Crittenden County,AR
189,Burger King,71730,Union County,AR
190,Burger King,72730,Washington County,AR
191,Burger King,72703,Washington County,AR
192,Burger King,72335,St. Francis County,AR
193,Burger King,72901,Sebastian County,AR
194,Burger King,74901,Le Flore County,OK
195,Burger King,72904,Sebastian County,AR
196,Burger King,72903,Sebastian County,AR
197,Burger King,72903,Sebastian County,AR
198,Burger King,72601,Boone County,AR
199,Burger King,72581,Cleburne County,AR
200,Burger King,71801,Hempstead County,AR
201,Burger King,71913,Garland County,AR
202,Burger King,71913,Garland County,AR
203,Burger King,71913,Garland County,AR
204,Burger King,72076,Pulaski County,AR
205,Burger King,72401,Craighead County,AR
206,Burger King,72411,Craighead County,AR
207,Burger King,72411,Craighead County,AR
208,Burger King,72401,Craighead County,AR
209,Burger King,72076,Pulaski County,AR
210,Burger King,72201,Pulaski County,AR
211,Burger King,72205,Pulaski County,AR
212,Burger King,72212,Pulaski County,AR
213,Burger King,72204,Pulaski County,AR
214,Burger King,72211,Pulaski County,AR
215,Burger King,72212,Pulaski County,AR
216,Burger King,72205,Pulaski County,AR
217,Burger King,72202,Pulaski County,AR
218,Burger King,72209,Pulaski County,AR
219,Burger King,72086,Lonoke County,AR
220,Burger King,71753,Columbia County,AR
221,Burger King,72167,Saline County,AR
222,Burger King,72364,Crittenden County,AR
223,Burger King,71655,Drew County,AR
224,Burger King,72653,Baxter County,AR
225,Burger King,72201,Pulaski County,AR
226,Burger King,72117,Pulaski County,AR
227,Burger King,72114,Pulaski County,AR
228,Burger King,72114,Pulaski County,AR
229,Burger King,72116,Pulaski County,AR
230,Burger King,72450,Greene County,AR
231,Burger King,71602,Jefferson County,AR
232,Burger King,71601,Jefferson County,AR
233,Burger King,72455,Randolph County,AR
234,Burger King,72758,Benton County,AR
235,Burger King,72801,Pope County,AR
236,Burger King,72801,Pope County,AR
237,Burger King,72143,White County,AR
238,Burger King,72082,White County,AR
239,Burger King,72150,Grant County,AR
240,Burger King,72761,Benton County,AR
241,Burger King,72745,Benton County,AR
242,Burger King,72745,Benton County,AR
243,Burger King,72160,Arkansas County,AR
244,Burger King,75569,Bowie County,TX
245,Burger King,72411,Craighead County,AR
246,Burger King,72904,Sebastian County,AR
247,Burger King,72364,Crittenden County,AR
248,Burger King,72301,Crittenden County,AR
249,Burger King,71602,Jefferson County,AR
250,Burger King,72396,Cross County,AR
251,Burger King,85120,Pinal County,AZ
252,Burger King,85323,Maricopa County,AZ
253,Burger King,85353,Maricopa County,AZ
254,Burger King,85603,Cochise County,AZ
255,Burger King,85343,Maricopa County,AZ
256,Burger King,86325,Yavapai County,AZ
257,Burger King,85194,Pinal County,AZ
258,Burger King,85122,Pinal County,AZ
259,Burger King,85331,Maricopa County,AZ
260,Burger King,85225,Maricopa County,AZ
261,Burger King,85286,Maricopa County,AZ
262,Burger King,85224,Maricopa County,AZ
263,Burger King,85249,Maricopa County,AZ
264,Burger King,85233,Maricopa County,AZ
265,Burger King,85284,Maricopa County,AZ
266,Burger King,85224,Maricopa County,AZ
267,Burger King,86503,Apache County,AZ
268,Burger King,85708,Pima County,AZ
269,Burger King,85617,Cochise County,AZ
270,Burger King,85617,Cochise County,AZ
271,Burger King,85335,Maricopa County,AZ
272,Burger King,85335,Maricopa County,AZ
273,Burger King,85123,Pinal County,AZ
274,Burger King,86001,Coconino County,AZ
275,Burger King,86001,Coconino County,AZ
276,Burger King,86001,Coconino County,AZ
277,Burger King,85128,Pinal County,AZ
278,Burger King,85613,Cochise County,AZ
279,Burger King,86426,Mohave County,AZ
280,Burger King,85268,Maricopa County,AZ
281,Burger King,86505,Apache County,AZ
282,Burger King,85337,Maricopa County,AZ
283,Burger King,85204,Maricopa County,AZ
284,Burger King,85206,Maricopa County,AZ
285,Burger King,85233,Maricopa County,AZ
286,Burger King,85296,Maricopa County,AZ
287,Burger King,85309,Maricopa County,AZ
288,Burger King,85308,Maricopa County,AZ
289,Burger King,85310,Maricopa County,AZ
290,Burger King,85301,Maricopa County,AZ
291,Burger King,85302,Maricopa County,AZ
292,Burger King,85301,Maricopa County,AZ
293,Burger King,85306,Maricopa County,AZ
294,Burger King,85302,Maricopa County,AZ
295,Burger King,85303,Maricopa County,AZ
296,Burger King,85037,Maricopa County,AZ
297,Burger King,85395,Maricopa County,AZ
298,Burger King,85395,Maricopa County,AZ
299,Burger King,85395,Maricopa County,AZ
300,Burger King,85392,Maricopa County,AZ
301,Burger King,85629,Pima County,AZ
302,Burger King,86025,Navajo County,AZ
303,Burger King,86025,Navajo County,AZ
304,Burger King,86401,Mohave County,AZ
305,Burger King,86403,Mohave County,AZ
306,Burger King,85041,Maricopa County,AZ
307,Burger King,85741,Pima County,AZ
308,Burger King,85208,Maricopa County,AZ
309,Burger King,85209,Maricopa County,AZ
310,Burger King,85201,Maricopa County,AZ
311,Burger King,85210,Maricopa County,AZ
312,Burger King,85234,Maricopa County,AZ
313,Burger King,85204,Maricopa County,AZ
314,Burger King,85204,Maricopa County,AZ
315,Burger King,85205,Maricopa County,AZ
316,Burger King,85206,Maricopa County,AZ
317,Burger King,85208,Maricopa County,AZ
318,Burger King,85621,Santa Cruz County,AZ
319,Burger King,85737,Pima County,AZ
320,Burger King,92242,San Bernardino County,CA
321,Burger King,85541,Gila County,AZ
322,Burger King,85373,Maricopa County,AZ
323,Burger King,85381,Maricopa County,AZ
324,Burger King,85345,Maricopa County,AZ
325,Burger King,85028,Maricopa County,AZ
326,Burger King,85028,Maricopa County,AZ
327,Burger King,85053,Maricopa County,AZ
328,Burger King,85022,Maricopa County,AZ
329,Burger King,85004,Maricopa County,AZ
330,Burger King,85033,Maricopa County,AZ
331,Burger King,85006,Maricopa County,AZ
332,Burger King,85023,Maricopa County,AZ
333,Burger King,85007,Maricopa County,AZ
334,Burger King,85041,Maricopa County,AZ
335,Burger King,85027,Maricopa County,AZ
336,Burger King,85021,Maricopa County,AZ
337,Burger King,85032,Maricopa County,AZ
338,Burger King,85017,Maricopa County,AZ
339,Burger King,85029,Maricopa County,AZ
340,Burger King,85008,Maricopa County,AZ
341,Burger King,85035,Maricopa County,AZ
342,Burger King,85009,Maricopa County,AZ
343,Burger King,85053,Maricopa County,AZ
344,Burger King,85034,Maricopa County,AZ
345,Burger King,85032,Maricopa County,AZ
346,Burger King,85031,Maricopa County,AZ
347,Burger King,85044,Maricopa County,AZ
348,Burger King,85035,Maricopa County,AZ
349,Burger King,85086,Maricopa County,AZ
350,Burger King,85042,Maricopa County,AZ
351,Burger King,85014,Maricopa County,AZ
352,Burger King,85040,Maricopa County,AZ
353,Burger King,85043,Maricopa County,AZ
354,Burger King,85020,Maricopa County,AZ
355,Burger King,85935,Navajo County,AZ
356,Burger King,86314,Yavapai County,AZ
357,Burger King,86301,Yavapai County,AZ
358,Burger King,86303,Yavapai County,AZ
359,Burger King,85344,La Paz County,AZ
360,Burger King,85142,Maricopa County,AZ
361,Burger King,85298,Maricopa County,AZ
362,Burger King,85297,Maricopa County,AZ
363,Burger King,85142,Maricopa County,AZ
364,Burger King,85254,Maricopa County,AZ
365,Burger King,85260,Maricopa County,AZ
366,Burger King,85260,Maricopa County,AZ
367,Burger King,85251,Maricopa County,AZ
368,Burger King,85258,Maricopa County,AZ
369,Burger King,86351,Yavapai County,AZ
370,Burger King,85935,Navajo County,AZ
371,Burger King,85635,Cochise County,AZ
372,Burger King,85248,Maricopa County,AZ
373,Burger King,85375,Maricopa County,AZ
374,Burger King,85379,Maricopa County,AZ
375,Burger King,85375,Maricopa County,AZ
376,Burger King,85379,Maricopa County,AZ
377,Burger King,85388,Maricopa County,AZ
378,Burger King,85937,Navajo County,AZ
379,Burger King,85282,Maricopa County,AZ
380,Burger King,85283,Maricopa County,AZ
381,Burger King,85282,Maricopa County,AZ
382,Burger King,85282,Maricopa County,AZ
383,Burger King,85283,Maricopa County,AZ
384,Burger King,85282,Maricopa County,AZ
385,Burger King,85283,Maricopa County,AZ
386,Burger King,85552,Graham County,AZ
387,Burger King,85711,Pima County,AZ
388,Burger King,85730,Pima County,AZ
389,Burger King,85713,Pima County,AZ
390,Burger King,85755,Pima County,AZ
391,Burger King,85746,Pima County,AZ
392,Burger King,85705,Pima County,AZ
393,Burger King,85714,Pima County,AZ
394,Burger King,85712,Pima County,AZ
395,Burger King,85706,Pima County,AZ
396,Burger King,86322,Yavapai County,AZ
397,Burger King,85714,Pima County,AZ
398,Burger King,85711,Pima County,AZ
399,Burger King,85719,Pima County,AZ
400,Burger King,85712,Pima County,AZ
401,Burger King,85715,Pima County,AZ
402,Burger King,85708,Pima County,AZ
403,Burger King,85715,Pima County,AZ
404,Burger King,85741,Pima County,AZ
405,Burger King,85710,Pima County,AZ
406,Burger King,85701,Pima County,AZ
407,Burger King,85901,Navajo County,AZ
408,Burger King,85342,Maricopa County,AZ
409,Burger King,85643,Cochise County,AZ
410,Burger King,85365,Yuma County,AZ
411,Burger King,85364,Yuma County,AZ
412,Burger King,85364,Yuma County,AZ
413,Burger King,98247,Whatcom County,WA
414,Burger King,98247,Whatcom County,WA
415,Burger King,98281,Whatcom County,WA
416,Burger King,98266,Whatcom County,WA
417,Burger King,98281,Whatcom County,WA
418,Burger King,98281,Whatcom County,WA
419,Burger King,98240,Whatcom County,WA
420,Burger King,98240,Whatcom County,WA
421,Burger King,98247,Whatcom County,WA
422,Burger King,98281,Whatcom County,WA
423,Burger King,98281,Whatcom County,WA
424,Burger King,98240,Whatcom County,WA
425,Burger King,98281,Whatcom County,WA
426,Burger King,98281,Whatcom County,WA
427,Burger King,98281,Whatcom County,WA
428,Burger King,98281,Whatcom County,WA
429,Burger King,98281,Whatcom County,WA
430,Burger King,98240,Whatcom County,WA
431,Burger King,98281,Whatcom County,WA
432,Burger King,98281,Whatcom County,WA
433,Burger King,98281,Whatcom County,WA
434,Burger King,98250,San Juan County,WA
435,Burger King,98250,San Juan County,WA
436,Burger King,98250,San Juan County,WA
437,Burger King,91301,Los Angeles County,CA
438,Burger King,94501,Alameda County,CA
439,Burger King,91801,Los Angeles County,CA
440,Burger King,92808,Orange County,CA
441,Burger King,92805,Orange County,CA
442,Burger King,92840,Orange County,CA
443,Burger King,92806,Orange County,CA
444,Burger King,92802,Orange County,CA
445,Burger King,92801,Orange County,CA
446,Burger King,96007,Shasta County,CA
447,Burger King,95251,Calaveras County,CA
448,Burger King,94509,Contra Costa County,CA
449,Burger King,94509,Contra Costa County,CA
450,Burger King,94531,Contra Costa County,CA
451,Burger King,92395,San Bernardino County,CA
452,Burger King,91780,Los Angeles County,CA
453,Burger King,91331,Los Angeles County,CA
454,Burger King,90703,Los Angeles County,CA
455,Burger King,93241,Kern County,CA
456,Burger King,93307,Kern County,CA
457,Burger King,93422,San Luis Obispo County,CA
458,Burger King,95301,Merced County,CA
459,Burger King,95603,Placer County,CA
460,Burger King,95603,Placer County,CA
461,Burger King,92309,San Bernardino County,CA
462,Burger King,93305,Kern County,CA
463,Burger King,93304,Kern County,CA
464,Burger King,93309,Kern County,CA
465,Burger King,93305,Kern County,CA
466,Burger King,93301,Kern County,CA
467,Burger King,93305,Kern County,CA
468,Burger King,93309,Kern County,CA
469,Burger King,93305,Kern County,CA
470,Burger King,93309,Kern County,CA
471,Burger King,91706,Los Angeles County,CA
472,Burger King,92311,San Bernardino County,CA
473,Burger King,92311,San Bernardino County,CA
474,Burger King,94565,Contra Costa County,CA
475,Burger King,92223,Riverside County,CA
476,Burger King,90706,Los Angeles County,CA
477,Burger King,94591,Solano County,CA
478,Burger King,94525,Contra Costa County,CA
479,Burger King,92316,San Bernardino County,CA
480,Burger King,85328,La Paz County,AZ
481,Burger King,93516,Kern County,CA
482,Burger King,92281,Imperial County,CA
483,Burger King,94513,Contra Costa County,CA
484,Burger King,93427,Santa Barbara County,CA
485,Burger King,90620,Orange County,CA
486,Burger King,91502,Los Angeles County,CA
487,Burger King,92220,Riverside County,CA
488,Burger King,92320,Riverside County,CA
489,Burger King,93010,Ventura County,CA
490,Burger King,95008,Santa Clara County,CA
491,Burger King,91303,Los Angeles County,CA
492,Burger King,95010,Santa Cruz County,CA
493,Burger King,95608,Sacramento County,CA
494,Burger King,90502,Los Angeles County,CA
495,Burger King,94546,Alameda County,CA
496,Burger King,95012,Monterey County,CA
497,Burger King,92234,Riverside County,CA
498,Burger King,95351,Stanislaus County,CA
499,Burger King,95307,Stanislaus County,CA
500,Burger King,91324,Los Angeles County,CA
501,Burger King,95926,Butte County,CA
502,Burger King,95928,Butte County,CA
503,Burger King,95926,Butte County,CA
504,Burger King,91710,San Bernardino County,CA
505,Burger King,91911,San Diego County,CA
506,Burger King,91910,San Diego County,CA
507,Burger King,91910,San Diego County,CA
508,Burger King,91910,San Diego County,CA
509,Burger King,95610,Sacramento County,CA
510,Burger King,95610,Sacramento County,CA
511,Burger King,93612,Fresno County,CA
512,Burger King,93611,Fresno County,CA
513,Burger King,93210,Fresno County,CA
514,Burger King,93210,Fresno County,CA
515,Burger King,94015,San Mateo County,CA
516,Burger King,95932,Colusa County,CA
517,Burger King,90222,Los Angeles County,CA
518,Burger King,94520,Contra Costa County,CA
519,Burger King,94520,Contra Costa County,CA
520,Burger King,94518,Contra Costa County,CA
521,Burger King,94521,Contra Costa County,CA
522,Burger King,96021,Tehama County,CA
523,Burger King,92879,Riverside County,CA
524,Burger King,92101,San Diego County,CA
525,Burger King,94931,Sonoma County,CA
526,Burger King,91723,Los Angeles County,CA
527,Burger King,91722,Los Angeles County,CA
528,Burger King,95531,Del Norte County,CA
529,Burger King,90201,Los Angeles County,CA
530,Burger King,90230,Los Angeles County,CA
531,Burger King,90230,Los Angeles County,CA
532,Burger King,94015,San Mateo County,CA
533,Burger King,94526,Contra Costa County,CA
534,Burger King,95616,Yolo County,CA
535,Burger King,93250,Kern County,CA
536,Burger King,93618,Tulare County,CA
537,Burger King,95620,Solano County,CA
538,Burger King,90240,Los Angeles County,CA
539,Burger King,90242,Los Angeles County,CA
540,Burger King,95444,Sonoma County,CA
541,Burger King,94568,Alameda County,CA
542,Burger King,90041,Los Angeles County,CA
543,Burger King,90022,Los Angeles County,CA
544,Burger King,93505,Kern County,CA
545,Burger King,92021,San Diego County,CA
546,Burger King,91978,San Diego County,CA
547,Burger King,92020,San Diego County,CA
548,Burger King,92249,Imperial County,CA
549,Burger King,92249,Imperial County,CA
550,Burger King,94530,Contra Costa County,CA
551,Burger King,91732,Los Angeles County,CA
552,Burger King,95823,Sacramento County,CA
553,Burger King,95758,Sacramento County,CA
554,Burger King,95758,Sacramento County,CA
555,Burger King,94608,Alameda County,CA
556,Burger King,95713,Placer County,CA
557,Burger King,92024,San Diego County,CA
558,Burger King,95320,San Joaquin County,CA
559,Burger King,92025,San Diego County,CA
560,Burger King,92025,San Diego County,CA
561,Burger King,92025,San Diego County,CA
562,Burger King,92025,San Diego County,CA
563,Burger King,92025,San Diego County,CA
564,Burger King,95564,Humboldt County,CA
565,Burger King,95501,Humboldt County,CA
566,Burger King,93221,Tulare County,CA
567,Burger King,94533,Solano County,CA
568,Burger King,94533,Solano County,CA
569,Burger King,94533,Solano County,CA
570,Burger King,92028,San Diego County,CA
571,Burger King,95630,Sacramento County,CA
572,Burger King,92335,San Bernardino County,CA
573,Burger King,92310,San Bernardino County,CA
574,Burger King,95540,Humboldt County,CA
575,Burger King,94538,Alameda County,CA
576,Burger King,94539,Alameda County,CA
577,Burger King,93721,Fresno County,CA
578,Burger King,93703,Fresno County,CA
579,Burger King,93727,Fresno County,CA
580,Burger King,93722,Fresno County,CA
581,Burger King,93722,Fresno County,CA
582,Burger King,93702,Fresno County,CA
583,Burger King,93710,Fresno County,CA
584,Burger King,93727,Fresno County,CA
585,Burger King,93720,Fresno County,CA
586,Burger King,92832,Orange County,CA
587,Burger King,92831,Orange County,CA
588,Burger King,92801,Orange County,CA
589,Burger King,95632,Sacramento County,CA
590,Burger King,92845,Orange County,CA
591,Burger King,90249,Los Angeles County,CA
592,Burger King,95020,Santa Clara County,CA
593,Burger King,91205,Los Angeles County,CA
594,Burger King,91203,Los Angeles County,CA
595,Burger King,95975,Nevada County,CA
596,Burger King,93664,Fresno County,CA
597,Burger King,95917,Butte County,CA
598,Burger King,93433,San Luis Obispo County,CA
599,Burger King,94019,San Mateo County,CA
600,Burger King,93230,Kings County,CA
601,Burger King,90716,Los Angeles County,CA
602,Burger King,90250,Los Angeles County,CA
603,Burger King,90250,Los Angeles County,CA
604,Burger King,94541,Alameda County,CA
605,Burger King,94545,Alameda County,CA
606,Burger King,94544,Alameda County,CA
607,Burger King,94541,Alameda County,CA
608,Burger King,92543,Riverside County,CA
609,Burger King,94547,Contra Costa County,CA
610,Burger King,92345,San Bernardino County,CA
611,Burger King,92344,San Bernardino County,CA
612,Burger King,90042,Los Angeles County,CA
613,Burger King,92346,San Bernardino County,CA
614,Burger King,95045,San Benito County,CA
615,Burger King,90028,Los Angeles County,CA
616,Burger King,92647,Orange County,CA
617,Burger King,91932,San Diego County,CA
618,Burger King,92201,Riverside County,CA
619,Burger King,90047,Los Angeles County,CA
620,Burger King,90304,Los Angeles County,CA
621,Burger King,92618,Orange County,CA
622,Burger King,93630,Fresno County,CA
623,Burger King,93930,Monterey County,CA
624,Burger King,90631,Orange County,CA
625,Burger King,90631,Orange County,CA
626,Burger King,92121,San Diego County,CA
627,Burger King,90604,Los Angeles County,CA
628,Burger King,90623,Orange County,CA
629,Burger King,91746,Los Angeles County,CA
630,Burger King,91790,Los Angeles County,CA
631,Burger King,92694,Orange County,CA
632,Burger King,92532,Riverside County,CA
633,Burger King,93240,Kern County,CA
634,Burger King,95453,Lake County,CA
635,Burger King,92021,San Diego County,CA
636,Burger King,90712,Los Angeles County,CA
637,Burger King,93534,Los Angeles County,CA
638,Burger King,93534,Los Angeles County,CA
639,Burger King,93534,Los Angeles County,CA
640,Burger King,95330,San Joaquin County,CA
641,Burger King,91945,San Diego County,CA
642,Burger King,93245,Kings County,CA
643,Burger King,95648,Placer County,CA
644,Burger King,93247,Tulare County,CA
645,Burger King,93552,Los Angeles County,CA
646,Burger King,94566,Alameda County,CA
647,Burger King,95315,Merced County,CA
648,Burger King,95237,San Joaquin County,CA
649,Burger King,95242,San Joaquin County,CA
650,Burger King,95258,San Joaquin County,CA
651,Burger King,95258,San Joaquin County,CA
652,Burger King,93436,Santa Barbara County,CA
653,Burger King,90831,Los Angeles County,CA
654,Burger King,90755,Los Angeles County,CA
655,Burger King,90815,Los Angeles County,CA
656,Burger King,90813,Los Angeles County,CA
657,Burger King,90804,Los Angeles County,CA
658,Burger King,90805,Los Angeles County,CA
659,Burger King,95650,Placer County,CA
660,Burger King,90001,Los Angeles County,CA
661,Burger King,90019,Los Angeles County,CA
662,Burger King,90061,Los Angeles County,CA
663,Burger King,90026,Los Angeles County,CA
664,Burger King,90047,Los Angeles County,CA
665,Burger King,91754,Los Angeles County,CA
666,Burger King,90062,Los Angeles County,CA
667,Burger King,90002,Los Angeles County,CA
668,Burger King,90010,Los Angeles County,CA
669,Burger King,90057,Los Angeles County,CA
670,Burger King,90006,Los Angeles County,CA
671,Burger King,92647,Orange County,CA
672,Burger King,90001,Los Angeles County,CA
673,Burger King,90057,Los Angeles County,CA
674,Burger King,90011,Los Angeles County,CA
675,Burger King,90018,Los Angeles County,CA
676,Burger King,90044,Los Angeles County,CA
677,Burger King,90039,Los Angeles County,CA
678,Burger King,90031,Los Angeles County,CA
679,Burger King,90023,Los Angeles County,CA
680,Burger King,90066,Los Angeles County,CA
681,Burger King,90037,Los Angeles County,CA
682,Burger King,91754,Los Angeles County,CA
683,Burger King,90056,Los Angeles County,CA
684,Burger King,90028,Los Angeles County,CA
685,Burger King,90301,Los Angeles County,CA
686,Burger King,90043,Los Angeles County,CA
687,Burger King,90012,Los Angeles County,CA
688,Burger King,90003,Los Angeles County,CA
689,Burger King,90021,Los Angeles County,CA
690,Burger King,90045,Los Angeles County,CA
691,Burger King,93635,Merced County,CA
692,Burger King,93638,Madera County,CA
693,Burger King,95336,San Joaquin County,CA
694,Burger King,93933,Monterey County,CA
695,Burger King,95338,Mariposa County,CA
696,Burger King,95642,Amador County,CA
697,Burger King,94523,Contra Costa County,CA
698,Burger King,94553,Contra Costa County,CA
699,Burger King,95901,Yuba County,CA
700,Burger King,95901,Yuba County,CA
701,Burger King,90270,Los Angeles County,CA
702,Burger King,95660,Sacramento County,CA
703,Burger King,95519,Humboldt County,CA
704,Burger King,93640,Fresno County,CA
