,name,zipcode,county,state
12554,Wendy's,92571,Riverside County,CA
12555,Wendy's,94954,Sonoma County,CA
12556,Wendy's,90660,Los Angeles County,CA
12557,Wendy's,94564,Contra Costa County,CA
12558,Wendy's,94565,Contra Costa County,CA
12559,Wendy's,91768,Los Angeles County,CA
12560,Wendy's,93041,Ventura County,CA
12561,Wendy's,93267,Tulare County,CA
12562,Wendy's,92065,San Diego County,CA
12563,Wendy's,95670,Sacramento County,CA
12564,Wendy's,91739,San Bernardino County,CA
12565,Wendy's,91730,San Bernardino County,CA
12566,Wendy's,92276,Riverside County,CA
12567,Wendy's,92688,Orange County,CA
12568,Wendy's,96035,Tehama County,CA
12569,Wendy's,96002,Shasta County,CA
12570,Wendy's,92354,San Bernardino County,CA
12571,Wendy's,94061,San Mateo County,CA
12572,Wendy's,91335,Los Angeles County,CA
12573,Wendy's,92376,San Bernardino County,CA
12574,Wendy's,94804,Contra Costa County,CA
12575,Wendy's,92506,Riverside County,CA
12576,Wendy's,92508,Riverside County,CA
12577,Wendy's,95661,Placer County,CA
12578,Wendy's,95678,Placer County,CA
12579,Wendy's,95822,Sacramento County,CA
12580,Wendy's,95821,Sacramento County,CA
12581,Wendy's,95826,Sacramento County,CA
12582,Wendy's,95838,Sacramento County,CA
12583,Wendy's,95821,Sacramento County,CA
12584,Wendy's,95823,Sacramento County,CA
12585,Wendy's,93906,Monterey County,CA
12586,Wendy's,93906,Monterey County,CA
12587,Wendy's,94030,San Mateo County,CA
12588,Wendy's,92129,San Diego County,CA
12589,Wendy's,92127,San Diego County,CA
12590,Wendy's,92108,San Diego County,CA
12591,Wendy's,92154,San Diego County,CA
12592,Wendy's,92109,San Diego County,CA
12593,Wendy's,92116,San Diego County,CA
12594,Wendy's,92110,San Diego County,CA
12595,Wendy's,92111,San Diego County,CA
12596,Wendy's,92120,San Diego County,CA
12597,Wendy's,92108,San Diego County,CA
12598,Wendy's,92119,San Diego County,CA
12599,Wendy's,92111,San Diego County,CA
12600,Wendy's,94030,San Mateo County,CA
12601,Wendy's,92583,Riverside County,CA
12602,Wendy's,95125,Santa Clara County,CA
12603,Wendy's,95121,Santa Clara County,CA
12604,Wendy's,95133,Santa Clara County,CA
12605,Wendy's,95008,Santa Clara County,CA
12606,Wendy's,95128,Santa Clara County,CA
12607,Wendy's,95117,Santa Clara County,CA
12608,Wendy's,94577,Alameda County,CA
12609,Wendy's,94541,Alameda County,CA
12610,Wendy's,94583,Contra Costa County,CA
12611,Wendy's,92701,Orange County,CA
12612,Wendy's,91381,Los Angeles County,CA
12613,Wendy's,91354,Los Angeles County,CA
12614,Wendy's,93458,Santa Barbara County,CA
12615,Wendy's,90403,Los Angeles County,CA
12616,Wendy's,95322,Merced County,CA
12617,Wendy's,95405,Sonoma County,CA
12618,Wendy's,92071,San Diego County,CA
12619,Wendy's,91350,Los Angeles County,CA
12620,Wendy's,93943,Monterey County,CA
12621,Wendy's,93662,Fresno County,CA
12622,Wendy's,93065,Ventura County,CA
12623,Wendy's,94080,San Mateo County,CA
12624,Wendy's,95209,San Joaquin County,CA
12625,Wendy's,95204,San Joaquin County,CA
12626,Wendy's,95210,San Joaquin County,CA
12627,Wendy's,95205,San Joaquin County,CA
12628,Wendy's,95210,San Joaquin County,CA
12629,Wendy's,92586,Riverside County,CA
12630,Wendy's,94087,Santa Clara County,CA
12631,Wendy's,94085,Santa Clara County,CA
12632,Wendy's,93561,Kern County,CA
12633,Wendy's,92591,Riverside County,CA
12634,Wendy's,91320,Ventura County,CA
12635,Wendy's,90503,Los Angeles County,CA
12636,Wendy's,95376,San Joaquin County,CA
12637,Wendy's,93274,Tulare County,CA
12638,Wendy's,95382,Stanislaus County,CA
12639,Wendy's,95380,Stanislaus County,CA
12640,Wendy's,92705,Orange County,CA
12641,Wendy's,91786,San Bernardino County,CA
12642,Wendy's,95688,Solano County,CA
12643,Wendy's,91355,Los Angeles County,CA
12644,Wendy's,94589,Solano County,CA
12645,Wendy's,91411,Los Angeles County,CA
12646,Wendy's,91335,Los Angeles County,CA
12647,Wendy's,93003,Ventura County,CA
12648,Wendy's,93003,Ventura County,CA
12649,Wendy's,92392,San Bernardino County,CA
12650,Wendy's,92392,San Bernardino County,CA
12651,Wendy's,92395,San Bernardino County,CA
12652,Wendy's,93223,Tulare County,CA
12653,Wendy's,93277,Tulare County,CA
12654,Wendy's,92083,San Diego County,CA
12655,Wendy's,94597,Contra Costa County,CA
12656,Wendy's,95019,Santa Cruz County,CA
12657,Wendy's,91744,Los Angeles County,CA
12658,Wendy's,91301,Los Angeles County,CA
12659,Wendy's,91367,Los Angeles County,CA
12660,Wendy's,95993,Sutter County,CA
12661,Wendy's,81101,Alamosa County,CO
12662,Wendy's,80003,Jefferson County,CO
12663,Wendy's,80005,Jefferson County,CO
12664,Wendy's,80004,Jefferson County,CO
12665,Wendy's,80002,Jefferson County,CO
12666,Wendy's,80247,Arapahoe County,CO
12667,Wendy's,80012,Arapahoe County,CO
12668,Wendy's,80011,Arapahoe County,CO
12669,Wendy's,80013,Arapahoe County,CO
12670,Wendy's,80013,Arapahoe County,CO
12671,Wendy's,80014,Arapahoe County,CO
12672,Wendy's,80011,Arapahoe County,CO
12673,Wendy's,80016,Arapahoe County,CO
12674,Wendy's,80305,Boulder County,CO
12675,Wendy's,80301,Boulder County,CO
12676,Wendy's,80601,Adams County,CO
12677,Wendy's,80601,Adams County,CO
12678,Wendy's,80020,Broomfield County,CO
12679,Wendy's,80723,Morgan County,CO
12680,Wendy's,81212,Fremont County,CO
12681,Wendy's,80108,Douglas County,CO
12682,Wendy's,80108,Douglas County,CO
12683,Wendy's,80108,Douglas County,CO
12684,Wendy's,80112,Arapahoe County,CO
12685,Wendy's,80907,El Paso County,CO
12686,Wendy's,80909,El Paso County,CO
12687,Wendy's,80840,El Paso County,CO
12688,Wendy's,80905,El Paso County,CO
12689,Wendy's,80910,El Paso County,CO
12690,Wendy's,80903,El Paso County,CO
12691,Wendy's,80918,El Paso County,CO
12692,Wendy's,80909,El Paso County,CO
12693,Wendy's,80904,El Paso County,CO
12694,Wendy's,80920,El Paso County,CO
12695,Wendy's,80917,El Paso County,CO
12696,Wendy's,80915,El Paso County,CO
12697,Wendy's,80923,El Paso County,CO
12698,Wendy's,80907,El Paso County,CO
12699,Wendy's,80920,El Paso County,CO
12700,Wendy's,80216,Denver County,CO
12701,Wendy's,80433,Jefferson County,CO
12702,Wendy's,81321,Montezuma County,CO
12703,Wendy's,80031,Adams County,CO
12704,Wendy's,80203,Denver County,CO
12705,Wendy's,80223,Denver County,CO
12706,Wendy's,80219,Denver County,CO
12707,Wendy's,80224,Denver County,CO
12708,Wendy's,80210,Denver County,CO
12709,Wendy's,80239,Denver County,CO
12710,Wendy's,80216,Denver County,CO
12711,Wendy's,80019,Adams County,CO
12712,Wendy's,80212,Denver County,CO
12713,Wendy's,80237,Denver County,CO
12714,Wendy's,80209,Denver County,CO
12715,Wendy's,80214,Jefferson County,CO
12716,Wendy's,80216,Denver County,CO
12717,Wendy's,80220,Denver County,CO
12718,Wendy's,80264,Denver County,CO
12719,Wendy's,81303,La Plata County,CO
12720,Wendy's,80121,Arapahoe County,CO
12721,Wendy's,80439,Jefferson County,CO
12722,Wendy's,80526,Larimer County,CO
12723,Wendy's,80525,Larimer County,CO
12724,Wendy's,80521,Larimer County,CO
12725,Wendy's,80621,Weld County,CO
12726,Wendy's,80911,El Paso County,CO
12727,Wendy's,80468,Grand County,CO
12728,Wendy's,80424,Summit County,CO
12729,Wendy's,81524,Mesa County,CO
12730,Wendy's,80246,Denver County,CO
12731,Wendy's,80215,Jefferson County,CO
12732,Wendy's,80631,Weld County,CO
12733,Wendy's,80631,Weld County,CO
12734,Wendy's,80634,Weld County,CO
12735,Wendy's,80112,Arapahoe County,CO
12736,Wendy's,80129,Douglas County,CO
12737,Wendy's,80126,Douglas County,CO
12738,Wendy's,81050,Otero County,CO
12739,Wendy's,80027,Boulder County,CO
12740,Wendy's,80228,Jefferson County,CO
12741,Wendy's,80226,Jefferson County,CO
12742,Wendy's,80232,Jefferson County,CO
12743,Wendy's,80215,Jefferson County,CO
12744,Wendy's,80828,Lincoln County,CO
12745,Wendy's,80128,Jefferson County,CO
12746,Wendy's,80122,Arapahoe County,CO
12747,Wendy's,80235,Jefferson County,CO
12748,Wendy's,80501,Boulder County,CO
12749,Wendy's,80501,Boulder County,CO
12750,Wendy's,80504,Boulder County,CO
12751,Wendy's,80537,Larimer County,CO
12752,Wendy's,80528,Larimer County,CO
12753,Wendy's,80537,Larimer County,CO
12754,Wendy's,80134,Douglas County,CO
12755,Wendy's,80134,Douglas County,CO
12756,Wendy's,80927,El Paso County,CO
12757,Wendy's,81003,Pueblo County,CO
12758,Wendy's,81003,Pueblo County,CO
12759,Wendy's,81003,Pueblo County,CO
12760,Wendy's,81003,Pueblo County,CO
12761,Wendy's,81003,Pueblo County,CO
12762,Wendy's,80424,Summit County,CO
12763,Wendy's,80751,Logan County,CO
12764,Wendy's,80023,Broomfield County,CO
12765,Wendy's,80233,Adams County,CO
12766,Wendy's,80241,Adams County,CO
12767,Wendy's,80241,Adams County,CO
12768,Wendy's,80229,Adams County,CO
12769,Wendy's,81082,Las Animas County,CO
12770,Wendy's,80234,Adams County,CO
12771,Wendy's,80020,Broomfield County,CO
12772,Wendy's,80030,Adams County,CO
12773,Wendy's,80031,Adams County,CO
12774,Wendy's,80033,Jefferson County,CO
12775,Wendy's,80863,Teller County,CO
12776,Wendy's,81504,Mesa County,CO
12777,Wendy's,81625,Moffat County,CO
12778,Wendy's,81416,Delta County,CO
12779,Wendy's,81637,Eagle County,CO
12780,Wendy's,81632,Eagle County,CO
12781,Wendy's,81621,Eagle County,CO
12782,Wendy's,81601,Garfield County,CO
12783,Wendy's,81501,Mesa County,CO
12784,Wendy's,81501,Mesa County,CO
12785,Wendy's,81506,Mesa County,CO
12786,Wendy's,81401,Montrose County,CO
12787,Wendy's,81635,Garfield County,CO
12788,Wendy's,6605,Fairfield County,CT
12789,Wendy's,6010,Hartford County,CT
12790,Wendy's,6810,Fairfield County,CT
12791,Wendy's,6231,Tolland County,CT
12792,Wendy's,6416,Middlesex County,CT
12793,Wendy's,6418,New Haven County,CT
12794,Wendy's,6118,Hartford County,CT
12795,Wendy's,6830,Fairfield County,CT
12796,Wendy's,6514,New Haven County,CT
12797,Wendy's,6450,New Haven County,CT
12798,Wendy's,6517,New Haven County,CT
12799,Wendy's,6256,Windham County,CT
12800,Wendy's,6516,New Haven County,CT
12801,Wendy's,6374,Windham County,CT
12802,Wendy's,6260,Windham County,CT
12803,Wendy's,6484,Fairfield County,CT
12804,Wendy's,6702,New Haven County,CT
12805,Wendy's,6705,New Haven County,CT
12806,Wendy's,6112,Hartford County,CT
12807,Wendy's,6405,New Haven County,CT
12808,Wendy's,6512,New Haven County,CT
12809,Wendy's,6088,Hartford County,CT
12810,Wendy's,6082,Hartford County,CT
12811,Wendy's,6110,Hartford County,CT
12812,Wendy's,6340,New London County,CT
12813,Wendy's,6437,New Haven County,CT
12814,Wendy's,6119,Hartford County,CT
12815,Wendy's,6114,Hartford County,CT
12816,Wendy's,6042,Hartford County,CT
12817,Wendy's,6042,Hartford County,CT
12818,Wendy's,6108,Hartford County,CT
12819,Wendy's,6481,Middlesex County,CT
12820,Wendy's,6477,New Haven County,CT
12821,Wendy's,6460,New Haven County,CT
12822,Wendy's,6320,New London County,CT
12823,Wendy's,6111,Hartford County,CT
12824,Wendy's,6851,Fairfield County,CT
12825,Wendy's,6854,Fairfield County,CT
12826,Wendy's,6850,Fairfield County,CT
12827,Wendy's,6360,New London County,CT
12828,Wendy's,6062,Hartford County,CT
12829,Wendy's,6109,Hartford County,CT
12830,Wendy's,6489,Hartford County,CT
12831,Wendy's,6615,Fairfield County,CT
12832,Wendy's,6790,Litchfield County,CT
12833,Wendy's,6492,New Haven County,CT
12834,Wendy's,6096,Hartford County,CT
12835,Wendy's,20001,District of Columbia,DC
12836,Wendy's,20010,District of Columbia,DC
12837,Wendy's,20019,District of Columbia,DC
12838,Wendy's,19713,New Castle County,DE
12839,Wendy's,19902,Kent County,DE
12840,Wendy's,19803,New Castle County,DE
12841,Wendy's,19709,New Castle County,DE
12842,Wendy's,19711,New Castle County,DE
12843,Wendy's,19938,Kent County,DE
12844,Wendy's,19711,New Castle County,DE
12845,Wendy's,19701,New Castle County,DE
12846,Wendy's,19713,New Castle County,DE
12847,Wendy's,19971,Sussex County,DE
12848,Wendy's,19946,Kent County,DE
12849,Wendy's,19804,New Castle County,DE
12850,Wendy's,19805,New Castle County,DE
12851,Wendy's,32615,Alachua County,FL
12852,Wendy's,32701,Seminole County,FL
12853,Wendy's,32703,Orange County,FL
12854,Wendy's,32703,Orange County,FL
12855,Wendy's,32714,Seminole County,FL
12856,Wendy's,34266,DeSoto County,FL
12857,Wendy's,33823,Polk County,FL
12858,Wendy's,33872,Highlands County,FL
12859,Wendy's,33830,Polk County,FL
12860,Wendy's,33430,Palm Beach County,FL
12861,Wendy's,34480,Marion County,FL
12862,Wendy's,33067,Broward County,FL
12863,Wendy's,33431,Palm Beach County,FL
12864,Wendy's,33431,Palm Beach County,FL
12865,Wendy's,33432,Palm Beach County,FL
12866,Wendy's,33434,Palm Beach County,FL
12867,Wendy's,34110,Collier County,FL
12868,Wendy's,33435,Palm Beach County,FL
12869,Wendy's,33426,Palm Beach County,FL
12870,Wendy's,33472,Palm Beach County,FL
12871,Wendy's,34207,Manatee County,FL
12872,Wendy's,34209,Manatee County,FL
12873,Wendy's,34208,Manatee County,FL
12874,Wendy's,33510,Hillsborough County,FL
12875,Wendy's,34601,Hernando County,FL
12876,Wendy's,34613,Hernando County,FL
12877,Wendy's,34602,Hernando County,FL
12878,Wendy's,32110,Flagler County,FL
12879,Wendy's,33513,Sumter County,FL
12880,Wendy's,32401,Bay County,FL
12881,Wendy's,32534,Escambia County,FL
12882,Wendy's,32534,Escambia County,FL
12883,Wendy's,32920,Brevard County,FL
12884,Wendy's,33904,Lee County,FL
12885,Wendy's,33990,Lee County,FL
12886,Wendy's,33990,Lee County,FL
12887,Wendy's,32730,Seminole County,FL
12888,Wendy's,33896,Polk County,FL
12889,Wendy's,32425,Holmes County,FL
12890,Wendy's,33765,Pinellas County,FL
12891,Wendy's,33767,Pinellas County,FL
12892,Wendy's,34684,Pinellas County,FL
12893,Wendy's,33762,Pinellas County,FL
12894,Wendy's,33771,Pinellas County,FL
12895,Wendy's,33756,Pinellas County,FL
12896,Wendy's,34747,Osceola County,FL
12897,Wendy's,34711,Lake County,FL
12898,Wendy's,33493,Palm Beach County,FL
12899,Wendy's,32926,Brevard County,FL
12900,Wendy's,33026,Broward County,FL
12901,Wendy's,33065,Broward County,FL
12902,Wendy's,33071,Broward County,FL
12903,Wendy's,33065,Broward County,FL
12904,Wendy's,33063,Broward County,FL
12905,Wendy's,32112,Putnam County,FL
12906,Wendy's,32536,Okaloosa County,FL
12907,Wendy's,32539,Okaloosa County,FL
12908,Wendy's,34429,Citrus County,FL
12909,Wendy's,33525,Pasco County,FL
12910,Wendy's,33837,Polk County,FL
12911,Wendy's,33328,Broward County,FL
12912,Wendy's,33314,Broward County,FL
12913,Wendy's,32114,Volusia County,FL
12914,Wendy's,32117,Volusia County,FL
12915,Wendy's,33442,Broward County,FL
12916,Wendy's,33441,Broward County,FL
12917,Wendy's,32763,Volusia County,FL
12918,Wendy's,32744,Volusia County,FL
12919,Wendy's,33484,Palm Beach County,FL
12920,Wendy's,33444,Palm Beach County,FL
12921,Wendy's,33484,Palm Beach County,FL
12922,Wendy's,32725,Volusia County,FL
12923,Wendy's,32738,Volusia County,FL
12924,Wendy's,32541,Okaloosa County,FL
12925,Wendy's,33763,Pinellas County,FL
12926,Wendy's,34431,Marion County,FL
12927,Wendy's,34222,Manatee County,FL
12928,Wendy's,33967,Lee County,FL
12929,Wendy's,32726,Lake County,FL
12930,Wendy's,33034,Miami-Dade County,FL
12931,Wendy's,34772,Osceola County,FL
12932,Wendy's,34972,Okeechobee County,FL
12933,Wendy's,34983,St. Lucie County,FL
12934,Wendy's,32162,Sumter County,FL
12935,Wendy's,33069,Broward County,FL
12936,Wendy's,32835,Orange County,FL
12937,Wendy's,33304,Broward County,FL
12938,Wendy's,33309,Broward County,FL
12939,Wendy's,33304,Broward County,FL
12940,Wendy's,33313,Broward County,FL
12941,Wendy's,33306,Broward County,FL
12942,Wendy's,33312,Broward County,FL
12943,Wendy's,33309,Broward County,FL
12944,Wendy's,33317,Broward County,FL
12945,Wendy's,33313,Broward County,FL
12946,Wendy's,33309,Broward County,FL
12947,Wendy's,33315,Broward County,FL
12948,Wendy's,33913,Lee County,FL
12949,Wendy's,33907,Lee County,FL
12950,Wendy's,33905,Lee County,FL
12951,Wendy's,33907,Lee County,FL
12952,Wendy's,33905,Lee County,FL
12953,Wendy's,33901,Lee County,FL
12954,Wendy's,33912,Lee County,FL
12955,Wendy's,33908,Lee County,FL
12956,Wendy's,34946,St. Lucie County,FL
12957,Wendy's,34950,St. Lucie County,FL
12958,Wendy's,34982,St. Lucie County,FL
12959,Wendy's,34981,St. Lucie County,FL
12960,Wendy's,32579,Okaloosa County,FL
12961,Wendy's,32579,Okaloosa County,FL
12962,Wendy's,32608,Alachua County,FL
12963,Wendy's,32603,Alachua County,FL
12964,Wendy's,32607,Alachua County,FL
12965,Wendy's,32603,Alachua County,FL
12966,Wendy's,32603,Alachua County,FL
12967,Wendy's,32606,Alachua County,FL
12968,Wendy's,32003,Clay County,FL
12969,Wendy's,33413,Palm Beach County,FL
12970,Wendy's,32561,Santa Rosa County,FL
12971,Wendy's,33844,Polk County,FL
12972,Wendy's,33009,Broward County,FL
12973,Wendy's,33014,Miami-Dade County,FL
12974,Wendy's,33012,Miami-Dade County,FL
12975,Wendy's,33016,Miami-Dade County,FL
12976,Wendy's,33014,Miami-Dade County,FL
12977,Wendy's,33013,Miami-Dade County,FL
12978,Wendy's,33010,Miami-Dade County,FL
12979,Wendy's,33015,Miami-Dade County,FL
12980,Wendy's,33016,Miami-Dade County,FL
12981,Wendy's,32046,Nassau County,FL
12982,Wendy's,33469,Palm Beach County,FL
12983,Wendy's,33024,Broward County,FL
12984,Wendy's,33020,Broward County,FL
12985,Wendy's,33021,Broward County,FL
12986,Wendy's,33021,Broward County,FL
12987,Wendy's,33032,Miami-Dade County,FL
12988,Wendy's,33033,Miami-Dade County,FL
12989,Wendy's,33033,Miami-Dade County,FL
12990,Wendy's,34448,Citrus County,FL
12991,Wendy's,34667,Pasco County,FL
12992,Wendy's,34667,Pasco County,FL
12993,Wendy's,34120,Collier County,FL
12994,Wendy's,32903,Brevard County,FL
12995,Wendy's,34452,Citrus County,FL
12996,Wendy's,34453,Citrus County,FL
12997,Wendy's,32277,Duval County,FL
12998,Wendy's,32256,Duval County,FL
12999,Wendy's,32220,Duval County,FL
13000,Wendy's,32208,Duval County,FL
13001,Wendy's,32218,Duval County,FL
13002,Wendy's,32223,Duval County,FL
13003,Wendy's,32224,Duval County,FL
13004,Wendy's,32258,Duval County,FL
13005,Wendy's,32250,Duval County,FL
13006,Wendy's,32218,Duval County,FL
13007,Wendy's,32211,Duval County,FL
13008,Wendy's,32205,Duval County,FL
13009,Wendy's,32204,Duval County,FL
13010,Wendy's,32258,Duval County,FL
13011,Wendy's,32207,Duval County,FL
13012,Wendy's,32210,Duval County,FL
13013,Wendy's,32207,Duval County,FL
13014,Wendy's,32250,Duval County,FL
13015,Wendy's,32257,Duval County,FL
13016,Wendy's,32216,Duval County,FL
13017,Wendy's,32205,Duval County,FL
13018,Wendy's,32246,Duval County,FL
13019,Wendy's,32208,Duval County,FL
13020,Wendy's,32244,Duval County,FL
13021,Wendy's,32210,Duval County,FL
13022,Wendy's,32233,Duval County,FL
13023,Wendy's,32254,Duval County,FL
13024,Wendy's,32217,Duval County,FL
13025,Wendy's,32205,Duval County,FL
13026,Wendy's,32277,Duval County,FL
13027,Wendy's,32257,Duval County,FL
13028,Wendy's,32219,Duval County,FL
13029,Wendy's,32222,Duval County,FL
13030,Wendy's,32052,Hamilton County,FL
13031,Wendy's,34994,Martin County,FL
13032,Wendy's,33458,Palm Beach County,FL
13033,Wendy's,33037,Monroe County,FL
13034,Wendy's,32666,Putnam County,FL
13035,Wendy's,34741,Osceola County,FL
13036,Wendy's,34744,Osceola County,FL
13037,Wendy's,34741,Osceola County,FL
13038,Wendy's,32821,Orange County,FL
13039,Wendy's,34741,Osceola County,FL
13040,Wendy's,34747,Osceola County,FL
13041,Wendy's,34747,Osceola County,FL
13042,Wendy's,34759,Polk County,FL
13043,Wendy's,34741,Osceola County,FL
13044,Wendy's,32159,Lake County,FL
13045,Wendy's,32025,Columbia County,FL
13046,Wendy's,32025,Columbia County,FL
13047,Wendy's,32025,Columbia County,FL
13048,Wendy's,32024,Columbia County,FL
13049,Wendy's,32746,Seminole County,FL
13050,Wendy's,33852,Highlands County,FL
13051,Wendy's,33853,Polk County,FL
13052,Wendy's,33884,Polk County,FL
13053,Wendy's,33461,Palm Beach County,FL
13054,Wendy's,33467,Palm Beach County,FL
13055,Wendy's,33461,Palm Beach County,FL
13056,Wendy's,33463,Palm Beach County,FL
13057,Wendy's,33463,Palm Beach County,FL
13058,Wendy's,33467,Palm Beach County,FL
13059,Wendy's,33803,Polk County,FL
13060,Wendy's,33815,Polk County,FL
13061,Wendy's,33815,Polk County,FL
13062,Wendy's,33801,Polk County,FL
13063,Wendy's,33805,Polk County,FL
13064,Wendy's,33803,Polk County,FL
13065,Wendy's,33803,Polk County,FL
13066,Wendy's,33801,Polk County,FL
13067,Wendy's,33548,Hillsborough County,FL
13068,Wendy's,33462,Palm Beach County,FL
13069,Wendy's,33770,Pinellas County,FL
13070,Wendy's,33771,Pinellas County,FL
13071,Wendy's,34465,Citrus County,FL
13072,Wendy's,32778,Lake County,FL
13073,Wendy's,34731,Lake County,FL
13074,Wendy's,33976,Lee County,FL
13075,Wendy's,32064,Suwannee County,FL
13076,Wendy's,32714,Seminole County,FL
13077,Wendy's,32750,Seminole County,FL
13078,Wendy's,32750,Seminole County,FL
13079,Wendy's,33414,Palm Beach County,FL
13080,Wendy's,33558,Hillsborough County,FL
13081,Wendy's,33559,Hillsborough County,FL
13082,Wendy's,32444,Bay County,FL
13083,Wendy's,32063,Baker County,FL
13084,Wendy's,32059,Madison County,FL
13085,Wendy's,33042,Monroe County,FL
13086,Wendy's,33063,Broward County,FL
13087,Wendy's,32448,Jackson County,FL
13088,Wendy's,32548,Okaloosa County,FL
13089,Wendy's,33166,Miami-Dade County,FL
13090,Wendy's,32901,Brevard County,FL
13091,Wendy's,32901,Brevard County,FL
13092,Wendy's,32935,Brevard County,FL
13093,Wendy's,32955,Brevard County,FL
13094,Wendy's,32935,Brevard County,FL
13095,Wendy's,32922,Brevard County,FL
13096,Wendy's,33056,Miami-Dade County,FL
13097,Wendy's,33055,Miami-Dade County,FL
13098,Wendy's,33122,Miami-Dade County,FL
13099,Wendy's,33172,Miami-Dade County,FL
13100,Wendy's,33173,Miami-Dade County,FL
13101,Wendy's,33127,Miami-Dade County,FL
13102,Wendy's,33167,Miami-Dade County,FL
13103,Wendy's,33168,Miami-Dade County,FL
13104,Wendy's,33186,Miami-Dade County,FL
13105,Wendy's,33177,Miami-Dade County,FL
13106,Wendy's,33175,Miami-Dade County,FL
13107,Wendy's,33183,Miami-Dade County,FL
13108,Wendy's,33158,Miami-Dade County,FL
13109,Wendy's,33184,Miami-Dade County,FL
13110,Wendy's,33194,Miami-Dade County,FL
13111,Wendy's,33135,Miami-Dade County,FL
13112,Wendy's,33162,Miami-Dade County,FL
13113,Wendy's,33193,Miami-Dade County,FL
13114,Wendy's,33174,Miami-Dade County,FL
13115,Wendy's,33157,Miami-Dade County,FL
13116,Wendy's,33169,Miami-Dade County,FL
13117,Wendy's,33130,Miami-Dade County,FL
13118,Wendy's,33172,Miami-Dade County,FL
13119,Wendy's,33136,Miami-Dade County,FL
13120,Wendy's,33190,Miami-Dade County,FL
13121,Wendy's,33122,Miami-Dade County,FL
13122,Wendy's,33137,Miami-Dade County,FL
13123,Wendy's,33133,Miami-Dade County,FL
13124,Wendy's,33142,Miami-Dade County,FL
13125,Wendy's,33126,Miami-Dade County,FL
13126,Wendy's,33143,Miami-Dade County,FL
13127,Wendy's,33144,Miami-Dade County,FL
13128,Wendy's,33155,Miami-Dade County,FL
13129,Wendy's,33125,Miami-Dade County,FL
13130,Wendy's,33122,Miami-Dade County,FL
13131,Wendy's,33122,Miami-Dade County,FL
13132,Wendy's,33138,Miami-Dade County,FL
13133,Wendy's,33144,Miami-Dade County,FL
13134,Wendy's,33147,Miami-Dade County,FL
13135,Wendy's,33166,Miami-Dade County,FL
13136,Wendy's,33165,Miami-Dade County,FL
13137,Wendy's,33174,Miami-Dade County,FL
13138,Wendy's,32068,Clay County,FL
13139,Wendy's,32583,Santa Rosa County,FL
13140,Wendy's,33025,Broward County,FL
13141,Wendy's,33027,Broward County,FL
13142,Wendy's,33056,Miami-Dade County,FL
13143,Wendy's,32757,Lake County,FL
13144,Wendy's,33813,Polk County,FL
13145,Wendy's,34110,Collier County,FL
13146,Wendy's,34102,Collier County,FL
13147,Wendy's,34103,Collier County,FL
13148,Wendy's,34690,Pasco County,FL
13149,Wendy's,34653,Pasco County,FL
13150,Wendy's,34653,Pasco County,FL
13151,Wendy's,32132,Volusia County,FL
13152,Wendy's,32542,Okaloosa County,FL
13153,Wendy's,33903,Lee County,FL
13154,Wendy's,33068,Broward County,FL
13155,Wendy's,33162,Miami-Dade County,FL
13156,Wendy's,33169,Miami-Dade County,FL
13157,Wendy's,33181,Miami-Dade County,FL
13158,Wendy's,33403,Palm Beach County,FL
13159,Wendy's,34287,Sarasota County,FL
13160,Wendy's,33334,Broward County,FL
13161,Wendy's,34472,Marion County,FL
13162,Wendy's,34471,Marion County,FL
13163,Wendy's,34473,Marion County,FL
13164,Wendy's,34470,Marion County,FL
13165,Wendy's,34475,Marion County,FL
13166,Wendy's,34474,Marion County,FL
13167,Wendy's,34474,Marion County,FL
13168,Wendy's,34482,Marion County,FL
13169,Wendy's,34432,Marion County,FL
13170,Wendy's,34734,Orange County,FL
13171,Wendy's,34734,Orange County,FL
13172,Wendy's,33556,Hillsborough County,FL
13173,Wendy's,34974,Okeechobee County,FL
13174,Wendy's,34677,Pinellas County,FL
13175,Wendy's,32763,Volusia County,FL
13176,Wendy's,32065,Clay County,FL
13177,Wendy's,32003,Clay County,FL
13178,Wendy's,32212,Duval County,FL
13179,Wendy's,32809,Orange County,FL
13180,Wendy's,32817,Orange County,FL
13181,Wendy's,32826,Orange County,FL
13182,Wendy's,32827,Orange County,FL
13183,Wendy's,32837,Orange County,FL
13184,Wendy's,32821,Orange County,FL
13185,Wendy's,34743,Osceola County,FL
13186,Wendy's,32826,Orange County,FL
13187,Wendy's,32806,Orange County,FL
13188,Wendy's,32809,Orange County,FL
13189,Wendy's,32803,Orange County,FL
13190,Wendy's,32804,Orange County,FL
13191,Wendy's,32818,Orange County,FL
13192,Wendy's,32811,Orange County,FL
13193,Wendy's,32804,Orange County,FL
13194,Wendy's,32825,Orange County,FL
13195,Wendy's,32819,Orange County,FL
13196,Wendy's,32839,Orange County,FL
13197,Wendy's,32812,Orange County,FL
13198,Wendy's,32822,Orange County,FL
13199,Wendy's,32807,Orange County,FL
13200,Wendy's,32808,Orange County,FL
13201,Wendy's,32811,Orange County,FL
13202,Wendy's,32837,Orange County,FL
13203,Wendy's,32812,Orange County,FL
13204,Wendy's,32822,Orange County,FL
13205,Wendy's,32809,Orange County,FL
13206,Wendy's,32807,Orange County,FL
13207,Wendy's,32819,Orange County,FL
13208,Wendy's,32810,Orange County,FL
